State,County,Population
South Dakota,Faulk,2357
South Dakota,Grant,7241
South Dakota,Gregory,4217
South Dakota,Haakon,1847
South Dakota,Hamlin,5989
South Dakota,Hand,3345
South Dakota,Hanson,3419
South Dakota,Harding,1250
South Dakota,Hughes,17642
South Dakota,Hutchinson,7200
South Dakota,Hyde,1396
South Dakota,Jackson,3274
South Dakota,Jerauld,2007
South Dakota,Jones,975
South Dakota,Kingsbury,5075
South Dakota,Lake,12368
South Dakota,Lawrence,24657
South Dakota,Lincoln,51548
South Dakota,Lyman,3877
South Dakota,McCook,5649
South Dakota,McPherson,2429
South Dakota,Marshall,4683
South Dakota,Meade,26951
South Dakota,Mellette,2100
South Dakota,Miner,2316
South Dakota,Minnehaha,182882
South Dakota,Moody,6367
South Dakota,Pennington,108242
South Dakota,Perkins,3033
South Dakota,Potter,2340
South Dakota,Roberts,10374
South Dakota,Sanborn,2336
South Dakota,Oglala Lakota,14218
South Dakota,Spink,6598
South Dakota,Stanley,2983
South Dakota,Sully,1438
South Dakota,Todd,9882
South Dakota,Tripp,5512
South Dakota,Turner,8272
South Dakota,Union,15029
South Dakota,Walworth,5511
South Dakota,Yankton,22684
South Dakota,Ziebach,2826
Tennessee,Anderson,75528
Tennessee,Bedford,46627
Tennessee,Benton,16145
Tennessee,Bledsoe,13931
Tennessee,Blount,126339
Tennessee,Bradley,102975
Tennessee,Campbell,39918
Tennessee,Cannon,13757
Tennessee,Carroll,28370
Tennessee,Carter,56886
Tennessee,Cheatham,39764
Tennessee,Chester,17379
Tennessee,Claiborne,31592
Tennessee,Clay,7765
Tennessee,Cocke,35374
Tennessee,Coffee,53623
Tennessee,Crockett,14668
Tennessee,Cumberland,57985
Tennessee,Davidson,668347
Tennessee,Decatur,11666
Tennessee,DeKalb,19268
Tennessee,Dickson,50575
Tennessee,Dyer,37935
Tennessee,Fayette,39011
Tennessee,Fentress,17855
Tennessee,Franklin,41402
Tennessee,Gibson,49472
Tennessee,Giles,28853
Tennessee,Grainger,22864
Tennessee,Greene,68335
Tennessee,Grundy,13425
Tennessee,Hamblen,63036
Tennessee,Hamilton,351220
Tennessee,Hancock,6657
Tennessee,Hardeman,25965
Tennessee,Hardin,25870
Tennessee,Hawkins,56735
Tennessee,Haywood,18185
Tennessee,Henderson,28009
Tennessee,Henry,32204
Tennessee,Hickman,24384
Tennessee,Houston,8267
Tennessee,Humphreys,18135
Tennessee,Jackson,11568
Tennessee,Jefferson,52677
Tennessee,Johnson,17859
Tennessee,Knox,448644
Tennessee,Lake,7631
Tennessee,Lauderdale,27382
Tennessee,Lawrence,42274
Tennessee,Lewis,11906
Tennessee,Lincoln,33637
Tennessee,Loudon,50771
Tennessee,McMinn,52626
Tennessee,McNairy,26267
Tennessee,Macon,23003
Tennessee,Madison,98178
Tennessee,Marion,28407
Tennessee,Marshall,31269
Tennessee,Maury,85515
Tennessee,Meigs,11701
Tennessee,Monroe,45233
Tennessee,Montgomery,189961
Tennessee,Moore,6319
Tennessee,Morgan,21660
Tennessee,Obion,30941
Tennessee,Overton,22028
Tennessee,Perry,7822
Tennessee,Pickett,5124
Tennessee,Polk,16730
Tennessee,Putnam,74165
Tennessee,Rhea,32641
Tennessee,Roane,52748
Tennessee,Robertson,68079
Tennessee,Rutherford,288906
Tennessee,Scott,21987
Tennessee,Sequatchie,14704
Tennessee,Sevier,95110
Tennessee,Shelby,938803
Tennessee,Smith,19009
Tennessee,Stewart,13279
Tennessee,Sullivan,157047
Tennessee,Sumner,172706
Tennessee,Tipton,61623
Tennessee,Trousdale,8002
Tennessee,Unicoi,17963
Tennessee,Union,19113
Tennessee,Van Buren,5633
Tennessee,Warren,39969
Tennessee,Washington,126242
Tennessee,Wayne,16913
Tennessee,Weakley,34373
Tennessee,White,26301
Tennessee,Williamson,205226
Tennessee,Wilson,125376
Texas,Anderson,57627
Texas,Andrews,17477
Texas,Angelina,87750
Texas,Aransas,24972
Texas,Archer,8811
Texas,Armstrong,1955
Texas,Atascosa,47774
Texas,Austin,29114
Texas,Bailey,6910
Texas,Bandera,20892
Texas,Bastrop,78069
Texas,Baylor,3592
Texas,Bee,32863
Texas,Bell,329140
Texas,Bexar,1855866
Texas,Blanco,10812
Texas,Borden,652
Texas,Bosque,17780
Texas,Bowie,93275
Texas,Brazoria,338124
Texas,Brazos,209152
Texas,Brewster,9173
Texas,Briscoe,1536
Texas,Brooks,7194
Texas,Brown,37653
Texas,Burleson,17253
Texas,Burnet,44943
Texas,Caldwell,39810
Texas,Calhoun,21797
Texas,Callahan,13513
Texas,Cameron,420392
Texas,Camp,12621
Texas,Carson,6013
Texas,Cass,30261
Texas,Castro,7781
Texas,Chambers,38145
Texas,Cherokee,50902
Texas,Childress,7089
Texas,Clay,10370
Texas,Cochran,2935
Texas,Coke,3254
Texas,Coleman,8430
Texas,Collin,885241
Texas,Collingsworth,3017
Texas,Colorado,20719
Texas,Comal,123694
Texas,Comanche,13550
Texas,Concho,4050
Texas,Cooke,38761
Texas,Coryell,75562
Texas,Cottle,1415
Texas,Crane,4950
Texas,Crockett,3812
Texas,Crosby,5899
Texas,Culberson,2266
Texas,Dallam,7135
Texas,Dallas,2518638
Texas,Dawson,13372
Texas,Deaf Smith,19195
Texas,Delta,5238
Texas,Denton,753363
Texas,DeWitt,20684
Texas,Dickens,2218
Texas,Dimmit,11089
Texas,Donley,3543
Texas,Duval,11533
Texas,Eastland,18176
Texas,Ector,153904
Texas,Edwards,1879
Texas,Ellis,159317
Texas,El Paso,833487
Texas,Erath,40147
Texas,Falls,16989
Texas,Fannin,33752
Texas,Fayette,24833
Texas,Fisher,3831
Texas,Floyd,5949
Texas,Foard,1275
Texas,Fort Bend,685345
Texas,Franklin,10600
Texas,Freestone,19762
Texas,Frio,18531
Texas,Gaines,19425
Texas,Galveston,314198
Texas,Garza,6435
Texas,Gillespie,25520
Texas,Glasscock,1291
Texas,Goliad,7549
Texas,Gonzales,20462
Texas,Gray,23044
Texas,Grayson,123534
Texas,Gregg,123204
Texas,Grimes,27172
Texas,Guadalupe,147250
Texas,Hale,34720
Texas,Hall,3147
Texas,Hamilton,8199
Texas,Hansford,5509
Texas,Hardeman,3928
Texas,Hardin,55621
Texas,Harris,4441370
Texas,Harrison,67336
Texas,Hartley,6089
Texas,Haskell,5769
Texas,Hays,185025
Texas,Hemphill,4180
Texas,Henderson,79290
Texas,Hidalgo,831073
Texas,Hill,34848
Texas,Hockley,23577
Texas,Hood,53921
Texas,Hopkins,35921
Texas,Houston,22741
Texas,Howard,36651
Texas,Hudspeth,3211
Texas,Hunt,88493
Texas,Hutchinson,21773
Texas,Irion,1574
Texas,Jack,8855
Texas,Jackson,14739
Texas,Jasper,35552
Texas,Jeff Davis,2204
Texas,Jefferson,252235
Texas,Jim Hogg,5255
Texas,Jim Wells,41353
Texas,Johnson,157456
Texas,Jones,19936
Texas,Karnes,14906
Texas,Kaufman,111236
Texas,Kendall,38880
Texas,Kenedy,400
Texas,Kent,785
Texas,Kerr,50562
Texas,Kimble,4438
Texas,King,262
Texas,Kinney,3526
Texas,Kleberg,32190
Texas,Knox,3858
Texas,Lamar,49523
Texas,Lamb,13574
Texas,Lampasas,20156
Texas,La Salle,7474
Texas,Lavaca,19721
Texas,Lee,16742
Texas,Leon,16861
Texas,Liberty,78117
Texas,Limestone,23524
Texas,Lipscomb,3553
Texas,Live Oak,12091
Texas,Llano,19510
Texas,Loving,86
Texas,Lubbock,293974
Texas,Lynn,5771
Texas,McCulloch,8199
Texas,McLennan,243441
Texas,McMullen,805
Texas,Madison,13861
Texas,Marion,10149
Texas,Martin,5460
Texas,Mason,4071
Texas,Matagorda,36519
Texas,Maverick,57023
Texas,Medina,47894
Texas,Menard,2147
Texas,Midland,155830
Texas,Milam,24256
Texas,Mills,4870
Texas,Mitchell,9076
Texas,Montague,19416
Texas,Montgomery,518947
Texas,Moore,22148
Texas,Morris,12743
Texas,Motley,1153
Texas,Nacogdoches,65301
Texas,Navarro,48195
Texas,Newton,14138
Texas,Nolan,15093
Texas,Nueces,356221
Texas,Ochiltree,10758
Texas,Oldham,2070
Texas,Orange,83433
Texas,Palo Pinto,28096
Texas,Panola,23769
Texas,Parker,123164
Texas,Parmer,9908
Texas,Pecos,15893
Texas,Polk,46079
Texas,Potter,121627
Texas,Presidio,6976
Texas,Rains,11032
Texas,Randall,128220
Texas,Reagan,3755
Texas,Real,3371
Texas,Red River,12446
Texas,Reeves,14349
Texas,Refugio,7302
Texas,Roberts,928
Texas,Robertson,16500
Texas,Rockwall,87809
Texas,Runnels,10416
Texas,Rusk,53923
Texas,Sabine,10350
Texas,San Augustine,8610
Texas,San Jacinto,27099
Texas,San Patricio,66915
Texas,San Saba,5622
Texas,Schleicher,3162
Texas,Scurry,17328
Texas,Shackelford,3343
Texas,Shelby,25515
Texas,Sherman,3084
Texas,Smith,218842
Texas,Somervell,8694
Texas,Starr,62955
Texas,Stephens,9405
Texas,Sterling,1339
Texas,Stonewall,1403
Texas,Sutton,3972
Texas,Swisher,7581
Texas,Tarrant,1945360
Texas,Taylor,135143
Texas,Terrell,927
Texas,Terry,12739
Texas,Throckmorton,1608
Texas,Titus,32506
Texas,Tom Green,116608
Texas,Travis,1151145
Texas,Trinity,14224
Texas,Tyler,21418
Texas,Upshur,40354
Texas,Upton,3454
Texas,Uvalde,27117
Texas,Val Verde,48974
Texas,Van Zandt,52910
Texas,Victoria,91081
Texas,Walker,69789
Texas,Waller,46820
Texas,Ward,11625
Texas,Washington,34438
Texas,Webb,266673
Texas,Wharton,41168
Texas,Wheeler,5714
Texas,Wichita,132355
Texas,Wilbarger,12973
Texas,Willacy,21903
Texas,Williamson,489250
Texas,Wilson,46402
Texas,Winkler,7821
Texas,Wise,61638
Texas,Wood,42852
Texas,Yoakum,8286
Texas,Young,18350
Texas,Zapata,14319
Texas,Zavala,12267
Utah,Beaver,6461
Utah,Box Elder,51518
Utah,Cache,118343
Utah,Carbon,20660
Utah,Daggett,1117
Utah,Davis,329692
Utah,Duchesne,20380
Utah,Emery,10631
Utah,Garfield,5024
Utah,Grand,9429
Utah,Iron,47269
Utah,Juab,10486
Utah,Kane,7254
Utah,Millard,12606
Utah,Morgan,10608
Utah,Piute,1484
Utah,Rich,2293
Utah,Salt Lake,1091742
Utah,San Juan,15251
Utah,Sanpete,28477
Utah,Sevier,20773
Utah,Summit,39105
Utah,Tooele,61598
Utah,Uintah,36867
Utah,Utah,560974
Utah,Wasatch,27714
Utah,Washington,151948
Utah,Wayne,2723
Utah,Weber,240475
Vermont,Addison,37009
Vermont,Bennington,36445
Vermont,Caledonia,30981
Vermont,Chittenden,160531
Vermont,Essex,6125
Vermont,Franklin,48642
Vermont,Grand Isle,6994
Vermont,Lamoille,25082
Vermont,Orange,28859
Vermont,Orleans,27082
Vermont,Rutland,60086
Vermont,Washington,58998
Vermont,Windham,43714
Vermont,Windsor,56014
Virginia,Accomack,33021
Virginia,Albemarle,104489
Virginia,Alleghany,15820
Virginia,Amelia,12855
Virginia,Amherst,32041
Virginia,Appomattox,15279
Virginia,Arlington,226908
Virginia,Augusta,73862
Virginia,Bath,4563
Virginia,Bedford,76583
Virginia,Bland,6625
Virginia,Botetourt,33100
Virginia,Brunswick,16498
Virginia,Buchanan,23106
Virginia,Buckingham,16913
Virginia,Campbell,54885
Virginia,Caroline,29778
Virginia,Carroll,29621
Virginia,Charles City,7023
Virginia,Charlotte,12225
Virginia,Chesterfield,332499
Virginia,Clarke,14423
Virginia,Craig,5234
Virginia,Culpeper,49166
Virginia,Cumberland,9827
Virginia,Dickenson,15308
Virginia,Dinwiddie,27859
Virginia,Essex,11103
Virginia,Fairfax,1137538
Virginia,Fauquier,68248
Virginia,Floyd,15578
Virginia,Fluvanna,26092
Virginia,Franklin,56358
Virginia,Frederick,82377
Virginia,Giles,16815
Virginia,Gloucester,37141
Virginia,Goochland,21936
Virginia,Grayson,15093
Virginia,Greene,19031
Virginia,Greensville,11681
Virginia,Halifax,35200
Virginia,Hanover,101918
Virginia,Henrico,321924
Virginia,Henry,52081
Virginia,Highland,2248
Virginia,Isle of Wight,36007
Virginia,James City,72583
Virginia,King and Queen,7175
Virginia,King George,25371
Virginia,King William,16186
Virginia,Lancaster,11044
Virginia,Lee,24951
Virginia,Loudoun,363050
Virginia,Louisa,34348
Virginia,Lunenburg,12466
Virginia,Madison,13157
Virginia,Mathews,8836
Virginia,Mecklenburg,31192
Virginia,Middlesex,10696
Virginia,Montgomery,97244
Virginia,Nelson,14850
Virginia,New Kent,20021
Virginia,Northampton,12121
Virginia,Northumberland,12251
Virginia,Nottoway,15579
Virginia,Orange,35026
Virginia,Page,23848
Virginia,Patrick,18264
Virginia,Pittsylvania,62383
Virginia,Powhatan,28449
Virginia,Prince Edward,23074
Virginia,Prince George,37333
Virginia,Prince William,446094
Virginia,Pulaski,34322
Virginia,Rappahannock,7361
Virginia,Richmond,8902
Virginia,Roanoke,93785
Virginia,Rockbridge,22327
Virginia,Rockingham,78171
Virginia,Russell,28023
Virginia,Scott,22384
Virginia,Shenandoah,43021
Virginia,Smyth,31555
Virginia,Southampton,18059
Virginia,Spotsylvania,129188
Virginia,Stafford,139992
Virginia,Surry,6790
Virginia,Sussex,11767
Virginia,Tazewell,43452
Virginia,Warren,38987
Virginia,Washington,54729
Virginia,Westmoreland,17477
Virginia,Wise,39935
Virginia,Wythe,29121
Virginia,York,66342
Virginia,Alexandria City,150575
Virginia,Bedford City,
Virginia,Bristol City,17184
Virginia,Buena Vista City,6603
Virginia,Charlottesville City,45593
Virginia,Chesapeake City,233371
Virginia,Colonial Heights City,17731
Virginia,Covington City,5802
Virginia,Danville City,42444
Virginia,Emporia City,5462
Virginia,Fairfax City,24483
Virginia,Falls Church City,13601
Virginia,Franklin City,8526
Virginia,Fredericksburg City,28350
Virginia,Galax City,7014
Virginia,Hampton City,136879
Virginia,Harrisonburg City,52478
Virginia,Hopewell City,22196
Virginia,Lexington City,7311
Virginia,Lynchburg City,79047
Virginia,Manassas City,42081
Virginia,Manassas Park City,15174
Virginia,Martinsville City,13711
Virginia,Newport News City,182965
Virginia,Norfolk City,245428
Virginia,Norton City,4031
Virginia,Petersburg City,32701
Virginia,Poquoson City,12048
Virginia,Portsmouth City,96004
Virginia,Radford City,17646
Virginia,Richmond City,217853
Virginia,Roanoke City,99428
Virginia,Salem City,25483
Virginia,Staunton City,24538
Virginia,Suffolk City,86806
Virginia,Virginia Beach City,450980
Virginia,Waynesboro City,21366
Virginia,Williamsburg City,14691
Virginia,Winchester City,27543
Washington,Adams,19179
Washington,Asotin,22189
Washington,Benton,186486
Washington,Chelan,74588
Washington,Clallam,72715
Washington,Clark,451008
Washington,Columbia,3985
Washington,Cowlitz,102133
Washington,Douglas,39804
Washington,Ferry,7667
Washington,Franklin,87809
Washington,Garfield,2215
Washington,Grant,93147
Washington,Grays Harbor,70818
Washington,Island,79275
Washington,Jefferson,30228
Washington,King,2079967
Washington,Kitsap,254183
Washington,Kittitas,42522
Washington,Klickitat,20861
Washington,Lewis,75128
Washington,Lincoln,10250
Washington,Mason,60711
Washington,Okanogan,41290
Washington,Pacific,20561
Washington,Pend Oreille,12985
Washington,Pierce,831928
Washington,San Juan,16015
Washington,Skagit,120365
Washington,Skamania,11340
Washington,Snohomish,759583
Washington,Spokane,484318
Washington,Stevens,43650
Washington,Thurston,265851
Washington,Wahkiakum,4067
Washington,Walla Walla,59844
Washington,Whatcom,208351
Washington,Whitman,46827
Washington,Yakima,247687
West Virginia,Barbour,16766
West Virginia,Berkeley,110497
West Virginia,Boone,23714
West Virginia,Braxton,14463
West Virginia,Brooke,23530
West Virginia,Cabell,97109
West Virginia,Calhoun,7513
West Virginia,Clay,8941
West Virginia,Doddridge,8391
West Virginia,Fayette,45132
West Virginia,Gilmer,8618
West Virginia,Grant,11687
West Virginia,Greenbrier,35450
West Virginia,Hampshire,23483
West Virginia,Hancock,30112
West Virginia,Hardy,13923
West Virginia,Harrison,68761
West Virginia,Jackson,29126
West Virginia,Jefferson,55713
West Virginia,Kanawha,190223
West Virginia,Lewis,16414
West Virginia,Lincoln,21561
West Virginia,Logan,35348
West Virginia,McDowell,20448
West Virginia,Marion,56803
West Virginia,Marshall,32416
West Virginia,Mason,27016
West Virginia,Mercer,61785
West Virginia,Mineral,27578
West Virginia,Mingo,25716
West Virginia,Monongalia,103463
West Virginia,Monroe,13582
West Virginia,Morgan,17453
West Virginia,Nicholas,25827
West Virginia,Ohio,43328
West Virginia,Pendleton,7371
West Virginia,Pleasants,7634
West Virginia,Pocahontas,8662
West Virginia,Preston,33788
West Virginia,Putnam,56770
West Virginia,Raleigh,78241
West Virginia,Randolph,29429
West Virginia,Ritchie,10011
West Virginia,Roane,14664
West Virginia,Summers,13417
West Virginia,Taylor,17069
West Virginia,Tucker,6927
West Virginia,Tyler,9098
West Virginia,Upshur,24731
West Virginia,Wayne,41122
West Virginia,Webster,8834
West Virginia,Wetzel,15988
West Virginia,Wirt,5845
West Virginia,Wood,86237
West Virginia,Wyoming,22598
Wisconsin,Adams,20215
Wisconsin,Ashland,16103
Wisconsin,Barron,45455
Wisconsin,Bayfield,14985
Wisconsin,Brown,256670
Wisconsin,Buffalo,13188
Wisconsin,Burnett,15328
Wisconsin,Calumet,49491
Wisconsin,Chippewa,63460
Wisconsin,Clark,34423
Wisconsin,Columbia,56615
Wisconsin,Crawford,16392
Wisconsin,Dane,516284
Wisconsin,Dodge,88574
Wisconsin,Door,27766
Wisconsin,Douglas,43698
Wisconsin,Dunn,44305
Wisconsin,Eau Claire,101564
Wisconsin,Florence,4481
Wisconsin,Fond du Lac,101759
Wisconsin,Forest,9127
Wisconsin,Grant,51829
Wisconsin,Green,37063
Wisconsin,Green Lake,18836
Wisconsin,Iowa,23825
Wisconsin,Iron,5917
Wisconsin,Jackson,20652
Wisconsin,Jefferson,84395
Wisconsin,Juneau,26395
Wisconsin,Kenosha,168068
Wisconsin,Kewaunee,20444
Wisconsin,La Crosse,118011
Wisconsin,Lafayette,16853
Wisconsin,Langlade,19410
Wisconsin,Lincoln,28493
Wisconsin,Manitowoc,80160
Wisconsin,Marathon,135780
Wisconsin,Marinette,41298
Wisconsin,Marquette,15050
Wisconsin,Menominee,4522
Wisconsin,Milwaukee,956406
Wisconsin,Monroe,45379
Wisconsin,Oconto,37417
Wisconsin,Oneida,35563
Wisconsin,Outagamie,182006
Wisconsin,Ozaukee,87470
Wisconsin,Pepin,7335
Wisconsin,Pierce,40958
Wisconsin,Polk,43437
Wisconsin,Portage,70482
Wisconsin,Price,13675
Wisconsin,Racine,195163
Wisconsin,Richland,17662
Wisconsin,Rock,161188
Wisconsin,Rusk,14333
Wisconsin,St. Croix,86759
Wisconsin,Sauk,63379
Wisconsin,Sawyer,16437
Wisconsin,Shawano,41579
Wisconsin,Sheboygan,115290
Wisconsin,Taylor,20540
Wisconsin,Trempealeau,29509
Wisconsin,Vernon,30362
Wisconsin,Vilas,21398
Wisconsin,Walworth,103527
Wisconsin,Washburn,15694
Wisconsin,Washington,133251
Wisconsin,Waukesha,395118
Wisconsin,Waupaca,52066
Wisconsin,Waushara,24178
Wisconsin,Winnebago,169511
Wisconsin,Wood,73608
Wyoming,Albany,37811
Wyoming,Big Horn,11930
Wyoming,Campbell,48320
Wyoming,Carbon,15854
Wyoming,Converse,14097
Wyoming,Crook,7248
Wyoming,Fremont,40703
Wyoming,Goshen,13514
Wyoming,Hot Springs,4816
Wyoming,Johnson,8573
Wyoming,Laramie,96389
Wyoming,Lincoln,18567
Wyoming,Natrona,81624
Wyoming,Niobrara,2463
Wyoming,Park,28989
Wyoming,Platte,8799
Wyoming,Sheridan,30032
Wyoming,Sublette,10057
Wyoming,Sweetwater,45010
Wyoming,Teton,22930
Wyoming,Uinta,20904
Wyoming,Washakie,8322
Wyoming,Weston,7201
